id,incident_date,title,area,severity,environment,detection,detection_method,detection_evidence,era,status,introduced_sha,introduced_date,prod_exposure_start,detected_date,fix_shas,fix_date,fix_reached_main_date,fix_path,days_live_in_prod,confidence,env_confidence,environment_basis,source,evidence
BUG-0542,2026-09-11,Uploading shown to offline crew,photos-incidents,cosmetic,unknown,other,sanity,F5 | Q7 | Med,staging-first,open,,,,2026-09-11,,,,unfixed,,low,,introducing commit not identified,commit sanity,"docs/sanity/2026-09-11-photos-incidents.md F5: state turns only on drive_status === ""pending"", with no navigator.onLine check || F5: state turns only on drive_status === 'pending', with no navigator.onLine check"
BUG-0543,2026-09-14,Back from colorblind setting landed on Profile,crew-ui,cosmetic,staging,other,sanity,"Sanity F3, confirmed by the owner on a phone",staging-first,fixed,d1a6077,2026-09-14,,2026-09-14,fa07988,2026-09-14,,staging-only-fix,,high,high,introducing commit never reached main,commit sanity adr,"fa07988: pressing back landed on the Profile page, not on Availability, where the new colors actually show || ADR 0050 Consequences, sanity 2026-09-14 F3 || docs/sanity/2026-09-14-availability-palette.md F3: Profile.tsx:169-175 sets view to 'main'"
BUG-0544,2026-09-14,"Bill rebuilds dropped verifiedSig, cleared ticks",job-report,degraded,prod,other,dev-self-found,Reproduced against the shipped code ... 3. Separately,staging-first,fixed,,,,2026-09-14,177efb3 c5c6b99 ba458d8,2026-09-14,2026-09-14,hotfix,,med,high,fixed by a hotfix to main,commit,"177efb3: the labor / crew-vehicle / truck rebuilds dropped verifiedSig and compared by position, so a reopened report whose saved line order differed cleared its labor ticks on load"
BUG-0545,2026-09-14,Bills audit keyed on job_uuid misses lost bill line items,sheets-export,wrong-data,unknown,other,dev-self-found,"Found 2026-09-14, not fixed",staging-first,open,,,,2026-09-14,,,,unfixed,,high,,introducing commit not identified,runbook adr,"RUNBOOKS: 'It keys on job_uuid, and the aggregated Materials line on the Bills tab carries the same job_uuid, so such a job reads as present' || ADR 0049: 'A job whose bill line items are lost but whose Materials line survives reads as present. Logged in RUNBOOKS Known defects.'"
BUG-0546,2026-09-14,Colorblind palette hint missing outside Submit picker,availability,cosmetic,staging,other,sanity,F1 | Q5 | Med,staging-first,wontfix,d1a6077,2026-09-14,,2026-09-14,,,,unfixed,,high,high,introducing commit never reached main,commit sanity runbook adr,"docs/sanity/2026-09-14-availability-palette.md F1: hint only renders inside the Submit picker; ruling: declined, RUNBOOKS Known defects || RUNBOOKS: 'It renders inside the Submit picker (Availability.tsx, showPicker), so the caught-up view and History have no link' || ADR 0050: 'The owner chose ""always""; as built it shows whenever the Submit picker does' || F1: hint only renders inside the Submit picker (Availability.tsx:421, :541)"
BUG-0547,2026-09-14,Duplicate labor bill lines shared one id,job-report,blocked-workflow,prod,user-reported,crew-reported,"Crew report, 2026-09-14: ""Job report bill line items uncheck themselves when user attempts to select multiple.""",staging-first,fixed,,,,2026-09-14,177efb3 c5c6b99 ba458d8,2026-09-14,2026-09-14,hotfix,,high,high,fixed by a hotfix to main,commit,"177efb3: two ""Labor - Bob"" lines shared ONE id. updateItem patches by id ... a duplicated crew member made the report unsubmittable"
BUG-0548,2026-09-14,"Five Materials records missing from Sheet, cause unknown",sheets-export,data-loss,prod,user-reported,admin-or-owner-reported,ADR 0049: owner report of 40 stubborn records (Materials 5),staging-first,open,,2026-03-28,,2026-09-14,,,,unfixed,,med,high,pre-staging era: every commit went straight to main,adr,"ADR 0049: 'the 5 Materials records are from 2026-03-28, before insert-at-top shipped... Their loss has some other cause, still unknown.'"
BUG-0549,2026-09-14,Hours editor appended duplicate row (double pay),job-report,wrong-data,prod,user-reported,crew-reported,"Crew report, 2026-09-14: ""... Additionally, employee hour entries were duplicated.""",staging-first,fixed,,,,2026-09-14,177efb3 c5c6b99 ba458d8,2026-09-14,2026-09-14,hotfix,,high,high,fixed by a hotfix to main,commit,"177efb3: The hours editor appended a new row for someone who already had one, with no check. Every row is paid."
BUG-0550,2026-09-14,Locked days faded undermine colorblind fills,availability,cosmetic,staging,other,sanity,F4 | Q7 | Low,staging-first,wontfix,3457929,2026-09-14,,2026-09-14,,,,unfixed,,low,high,introducing commit never reached main,commit sanity,"docs/sanity/2026-09-14-availability-palette.md F4; ruling: declined, polish"
BUG-0551,2026-09-14,Materials re-export passed ORM datetime/Decimal,sheets-export,data-loss,prod,vet,vet,"Three small, high-confidence fixes from the pre-promotion vet of the staging delta.",staging-first,fixed,bb44cb9,2026-07-27,2026-08-11,2026-09-14,a984967,2026-09-14,,on-staging-not-yet-promoted,,high,low,"auto-blame bb44cb9 (2/6 removed lines): on main 2026-08-11, fix on main not yet",commit,"a984967: The old values.update path could not serialize them, so a re-driven submission never landed; with the new cell writer ... the submission total as TEXT, which a Sheet SUM skips"
BUG-0552,2026-09-14,Offline palette choice drains only when App mounted,offline-sync,degraded,staging,other,sanity,F5 | Q6 | Low,staging-first,wontfix,3457929,2026-09-14,,2026-09-14,,,,unfixed,,high,high,introducing commit never reached main,commit sanity runbook,"docs/sanity/2026-09-14-availability-palette.md F5: drain lives in App.tsx; ruling: declined, RUNBOOKS Known defects || RUNBOOKS: 'The drain is wired in App.tsx, and /availability and /profile are separate routes ... lost only if the phone is replaced before the job screen is opened' || F5: drain lives in App.tsx; /availability and /profile are separate routes"
BUG-0553,2026-09-14,Palette drain treated any 200 as saved,availability,degraded,staging,vet,vet,from the pre-promotion vet of the staging delta,staging-first,fixed,3457929,2026-09-14,,2026-09-14,a984967,2026-09-14,,staging-only-fix,,high,high,introducing commit never reached main,commit,"a984967: a backend without the column ignores the field, answers 200, and the choice silently reverted to standard"
BUG-0554,2026-09-14,Palette pick said saved with storage blocked,availability,degraded,staging,vet,vet,from the pre-promotion vet of the staging delta,staging-first,fixed,3457929,2026-09-14,,2026-09-14,a984967,2026-09-14,,staging-only-fix,,high,high,introducing commit never reached main,commit,"a984967: With phone storage blocked, a palette pick said ""Saved on this phone"" with no local copy anywhere."
BUG-0555,2026-09-14,Sheet audit counted zero-line-item Bills/Materials as missing,sheets-export,degraded,prod,user-reported,admin-or-owner-reported,"ADR 0049: 'The owner, 2026-09-14, reporting prod's Sheet Backfill page'",staging-first,fixed,823835c,2026-05-06,2026-05-06,2026-09-14,00beea0,2026-09-14,,on-staging-not-yet-promoted,,high,low,"auto-blame 823835c (43/121 removed lines): on main 2026-05-06, fix on main not yet",commit adr data-flow,"00beea0: 29 of the 33 bills have zero line items ... so the audit counted them missing forever. The Bills count had read 33 in RUNBOOKS since 2026-08-12. || ADR 0049: 'The audit counted records that owe the sheet nothing... an empty bill can never appear.' || DATA_FLOW_STAGING.md: Audit: Bills, Materials with zero line items - counted missing, forever -> not counted"
BUG-0556,2026-09-14,Sheet top-insert race overwrote rows,sheets-export,data-loss,prod,user-reported,admin-or-owner-reported,ADR 0049: 'sheets backfill still has stubborn records that wont drain (repeat issue): 40 record(s) missing from the Sheet',staging-first,fixed,268c0b8,2026-05-01,2026-05-01,2026-09-14,00beea0,2026-09-14,,on-staging-not-yet-promoted,,high,high,"introducing commit on main 2026-05-01, fix on main not yet",commit adr data-flow,"00beea0: insert blank rows, then write A2, as two calls, on a two-thread pool ... two writers interleave and one row is overwritten with a blank left behind || ADR 0049: 'two writers interleave and the second overwrites the first's row... the delete removes the neighbouring row instead of its target.' || DATA_FLOW_STAGING.md: The lost-row race is a deviation main carries (RUNBOOKS Known defects), and this removes it"
BUG-0557,2026-09-14,Stale offline palette choice overwrites newer choice,offline-sync,wrong-data,staging,other,sanity,F6 | Q6 | Low,staging-first,wontfix,3457929,2026-09-14,,2026-09-14,,,,unfixed,,high,high,introducing commit never reached main,commit sanity runbook,"docs/sanity/2026-09-14-availability-palette.md F6: drainAvailabilityPalette sends whatever is pending, with no age check; ruling: declined || RUNBOOKS: 'an offline choice on one phone overwrites a newer choice made on another when the first one next drains. There is no age check' || F6: drainAvailabilityPalette sends whatever is pending, with no age check"
BUG-0558,2026-09-16,DQ document replacement deletes prior copy,dq-docs,data-loss,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md A-02
BUG-0559,2026-09-16,DQ driver tag substring match counts Non-Driver,dq-docs,wrong-data,prod,other,dev-self-found,2026-09 gap audit,staging-first,open,00bea42,2026-08-11,2026-08-11,2026-09-16,,,,unfixed,,med,high,"introducing commit on main 2026-08-11, fix on main not yet",other-doc,COMPLIANCE_REFERENCE.md B-03
BUG-0560,2026-09-16,DVIR Air Brakes only brake item,dvir,degraded,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md B-18: under-reporting risk
BUG-0561,2026-09-16,DVIR and PODS cannot be filed offline,offline-sync,blocked-workflow,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md B-04
BUG-0562,2026-09-16,DVIR odometer nullable in database,dvir,cosmetic,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,"COMPLIANCE_REFERENCE.md B-15: open, data quality only"
BUG-0563,2026-09-16,"Generic rental vehicle merged DVIR histories, truck identity not captured",dvir,wrong-data,prod,other,dev-self-found,Closes B-19 and B-05 from the 2026-09 DOT gap audit,staging-first,fixed,58baed9,2026-04-16,2026-04-18,2026-09-16,2a85ed0,2026-09-17,,on-staging-not-yet-promoted,,med,med,"auto-blame 58baed9 (7/14 removed lines): on main 2026-04-18, fix on main not yet",commit adr other-doc data-flow,"2a85ed0: a driver was shown a previous, unrelated truck's report ... an unresolved defect on a truck handed back weeks ago would lock out a different truck, and a clean report on that old truck would clear a defective one || 2a85ed0: ""If anyone asks which truck a record refers to, nothing in the app can answer, because the plate and agreement number were never captured."" || ADR 0053: 'a driver picking up a truck is shown the previous, unrelated rental's report... an unresolved defect on a truck"
BUG-0564,2026-09-16,PODS auto-fill offline fallback silent,rods-eld,degraded,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md B-02: the offline fallback to blank is silent
BUG-0565,2026-09-16,Passenger duty time stored as sleeper berth,rods-eld,wrong-data,unknown,other,dev-self-found,Findings from the 2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,med,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md A-01: Passenger time stored and exported as sleeper berth
BUG-0566,2026-09-16,RODS resubmission overwrites Sheet row without history,sheets-export,data-loss,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md B-10
BUG-0567,2026-09-16,RODS trip header only in one phone's storage,rods-eld,data-loss,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,low,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md A-03; duty timeline itself is safe
BUG-0568,2026-09-16,RODS unmatched driver name files under submitter,rods-eld,wrong-data,unknown,other,dev-self-found,2026-09 gap audit,staging-first,open,,,,2026-09-16,,,,unfixed,,med,,introducing commit not identified,other-doc,COMPLIANCE_REFERENCE.md A-05
BUG-0569,2026-09-16,Server accepted unsigned RODS duty logs,rods-eld,wrong-data,prod,other,dev-self-found,Closes B-14 from the 2026-09 DOT gap audit,staging-first,fixed,8d29583,2026-07-01,2026-07-03,2026-09-16,fa9cb0b,2026-09-17,,on-staging-not-yet-promoted,,med,med,"auto-blame 8d29583 (13/16 removed lines): on main 2026-07-03, fix on main not yet",commit adr other-doc data-flow,"fa9cb0b: The server accepted an unsigned day ... Four server paths read the table and none checked the signature; export_rods_to_sheets did not either || ADR 0052: 'The audit originally reported this as a live defect. Reading the call sites showed it was latent' || COMPLIANCE_REFERENCE.md B-14: The signed-RODS guarantee is enforced by the client, not the server. CLOSED 2026-09-17, fixed"
